"uid","title","species"
"WOS:000071471700003","Presence of double spines on the second preural centrum of the turbot (Scophthalmus maximus L., Pleuronectiformes : Scophthalmidae)","Scophthalmus maximus"
"WOS:000071516200015","Early development of the cephalic skeleton in the turbot","Scophthalmus maximus"
"WOS:000071561200005","Manipulation of dietary lipids, fatty acids and vitamins in zooplankton cultures","Crassostrea gigas"
"WOS:000071625800005","Ostracods surviving the F/F event in the Devils Gate Pass Section (Nevada, USA)","Bairdiacypris triangularis"
"WOS:000071737800012","Postmortem investigations on winter stranded sperm whales from the coasts of Belgium and the Netherlands","Stenella coeruleoalba"
=======
"WOS:000071516200015","Early development of the cephalic skeleton in the turbot","Merluccius merluccius"
"WOS:000071561200005","Manipulation of dietary lipids, fatty acids and vitamins in zooplankton cultures","Crassostrea gigas"
"WOS:000071625800005","Ostracods surviving the F/F event in the Devils Gate Pass Section (Nevada, USA)","Bairdiacypris triangularis"
"WOS:000071737800012","Postmortem investigations on winter stranded sperm whales from the coasts of Belgium and the Netherlands","Physeter macrocephalus"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000071739700011","Isolation and immunocytochemical characterization of three tachykinin-related peptides from the mosquito, Culex salinarius","Culex salinarius"
"WOS:000071757900003","Possible role of gibberellins in the interaction between cytokinins and pesticides","Ficus ficus"
"WOS:000071762900012","A new species of Gastrosaccus (Crustacea, Mysidacea) from beaches in Madagascar","Gastrosaccus madagascariensis"
"WOS:000071776300008","Biosynthesis and regulation of juvenile hormone III, juvenile hormone III bisepoxide, and methyl farnesoate during the reproductive cycle of the grey fleshfly, Neobellieria (Sarcophaga) bullata","Bullata bullata"
"WOS:000071800200002","Ontogeny of the osteocranium in the African catfish, Clarias gariepinus burchell (1822) (Siluriformes : Clariidae): Ossification sequence as a response to functional demands","Gadus morhua"
"WOS:000071980600001","Effect of a dietary phospholipid supplementation on growth and fatty acid composition of European sea bass (Dicentrarchus labrax L) and turbot (Scophthalmus maximus L) juveniles from weaning onwards","Sparus major"
"WOS:000072041600013","Normalisation in diminished-radix modulus transformation","Modulus modulus"
<<<<<<< HEAD
"WOS:000072109700014","In vitro study of TMAO reduction by Shewanella putrefaciens isolated from cod fillets packed in modified atmosphere","Shewanella putrefaciens"
"WOS:000072283600015","Primary structure of scombrine alpha: Two different species with an identical protamine","Scomber scombrus"
=======
"WOS:000072109700014","In vitro study of TMAO reduction by Shewanella putrefaciens isolated from cod fillets packed in modified atmosphere","Gadus morhua"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000072296900012","The podia, organs of adhesion and sensory perception in larvae and post-metamorphic stages of the echinoid Paracentrotus lividus (Echinodermata)","Paracentrotus lividus"
"WOS:000072340400004","Gas-phase methyl ethyl ketone biodegradation in a tubular biofilm reactor: microbiological and bioprocess aspects","Fusarium oxysporum"
"WOS:000072353100001","Serological evidence of morbillivirus infection in small cetaceans from the Southeast Pacific","Phocoena spinipinnis"
"WOS:000072408700003","A revision of the names of foliicolous lichenized fungi published by Batista and co-workers between 1960 and 1975","Maia verrucosa"
"WOS:000072459600068","Evolution of patterns and processes in teeth and tooth-related tissues in nonmammalian vertebrates","Latimeria chalumnae"
"WOS:000072486100006","The taxonomic status of the genus Stylactaria Stechow, 1921 (Hydroidomedusae, Anthomedusae, Hydractiniidae), with the description of a new species","Hydractinia conchicola"
<<<<<<< HEAD
"WOS:000072486100007","A redescription of Paragotoea bathybia Kramp 1942 (Hydroidomedusae : Corymorphidae) with a new diagnosis for the genus Paragotoea","Tetraralphia hypothetica"
=======
"WOS:000072486100007","A redescription of Paragotoea bathybia Kramp 1942 (Hydroidomedusae : Corymorphidae) with a new diagnosis for the genus Paragotoea","Paragotoea bathybia"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000072503900012","Uptake and fate of lead in the common asteroid Asterias rubens (Echinodermata)","Paracentrotus lividus"
"WOS:000072581400006","Revision of Desmodora with descriptions of new desmodorids (Nematoda) from hydrothermal vents of the Pacific","Desmodorella spineacaudata"
"WOS:000072596200019","The crystal structure of Pyrococcus furiosus ornithine carbamoyltransferase reveals a key role for oligomerization in enzyme stability at extremely high temperatures","Pyrococcus furiosus"
"WOS:000072604600016","Marine nematodes of the family Draconematidae (Nemata): a synthesis with phylogenetic relationships","Bathychaetosoma uchidai"
"WOS:000072618500012","The infaunal macrobenthos under east African Ceriops tagal mangroves impacted by epibenthos","Ceriops tagal"
<<<<<<< HEAD
"WOS:000072711500007","Fish communities along an oxygen-poor salinity gradient (Zeeschelde Estuary, Belgium)","Sprattus sprattus"
"WOS:000072721600022","Determination of volatile organic compounds in marine biota","Merlangus merlangus"
"WOS:000072744800004","Fine structural survey of old cuticle degradation during pre-ecdysis in two European Atlantic crabs","Macropipus puber"
"WOS:000072768500004","From competent larva to exotrophic juvenile: a morphofunctional study of the perimetamorphic period of Paracentrotus lividus (Echinodermata, Echinoida)","Paracentrotus lividus"
"WOS:000072795700007","Demersal fish populations in the coastal waters of the UK and continental NW Europe from beam trawl survey data collected from 1990 to 1995","Solea solea"
"WOS:000072840500409","Levels of C-reactive protein after allo-BMT identify patients at risk of severe transplant-related complications and mortality.","Allo allo"
"WOS:000072865700007","The siphonocladales sensu Egerod (chlorophyta) from Papua New Guinea and Indonesia (Snellius-II expedition)","Struvea okamurae"
=======
"WOS:000072711500007","Fish communities along an oxygen-poor salinity gradient (Zeeschelde Estuary, Belgium)","Pomatoschistus minutus"
"WOS:000072721600022","Determination of volatile organic compounds in marine biota","Merlangus merlangus"
"WOS:000072744800004","Fine structural survey of old cuticle degradation during pre-ecdysis in two European Atlantic crabs","Macropipus puber"
"WOS:000072768500004","From competent larva to exotrophic juvenile: a morphofunctional study of the perimetamorphic period of Paracentrotus lividus (Echinodermata, Echinoida)","Paracentrotus lividus"
"WOS:000072795700007","Demersal fish populations in the coastal waters of the UK and continental NW Europe from beam trawl survey data collected from 1990 to 1995","Pleuronectes solea"
"WOS:000072840500409","Levels of C-reactive protein after allo-BMT identify patients at risk of severe transplant-related complications and mortality.","Allo allo"
"WOS:000072865700007","The siphonocladales sensu Egerod (chlorophyta) from Papua New Guinea and Indonesia (Snellius-II expedition)","Phyllodictyon gardineri"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000073016200015","Biotransformation of linalool to furanoid and pyranoid linalool oxides by Aspergillus niger","Penicillium digitatum"
"WOS:000073032800015","Spatio-temporal genetic structure and gene flow between two distinct shell morphs of the planktonic developing periwinkle Littorina striata (Mollusca : Prosobranchia)","Littorina striata"
"WOS:000073050000022","Studies in tropical African Lactarius species. 5. A synopsis of the subgenus Lactifluus (Burl.) Hesler & A.H. Sm. emend.","Lactarius lactarius"
"WOS:000073050000023","Studies in tropical African Lactarius species. 6. A synopsis of the subgenus Lactariopsis (Henn.) R. Heim emend.","Lactarius lactarius"
"WOS:000073130800004","Effects of different lighting strategies on the growth and development of Ficus benjamina","Ficus ficus"
"WOS:000073130800009","Evaluation of an empirical and a semi-mechanistic approach to predict the irradiance integral required for growth of foliage plants","Ficus ficus"
"WOS:000073186400008","A 35 center dot 7 kb DNA fragment from the Bacillus subtilis chromosome containing a putative 12 center dot 3 kb operon involved in hexuronate catabolism and a perfectly symmetrical hypothetical catabolite-responsive element","Rapa rapa"
<<<<<<< HEAD
"WOS:000073226000006","A comparative study of trophi morphology in Seisonidea (Rotifera)","Seison nebaliae"
=======
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000073273800004","Immunocytochemical distribution of angiotensin I-converting enzyme-like immunoreactivity in the brain and testis of insects","Bullata bullata"
"WOS:000073346300001","Spoken word recognition: A stage-processing approach to language differences","Mora mora"
"WOS:000073393600039","Structural characterization of the hydrophobin SC3, as a monomer and after self-assembly at hydrophobic/hydrophilic interfaces","Schizophyllum commune"
"WOS:000073482200011","Phenotypic plasticity of Daphnia life history traits in response to predator kairomones: genetic variability and evolutionary potential","Hyalina hyalina"
"WOS:000073491900001","Environmental impact and mechanisms of the biological clogging of saturated soils and aquifer materials","Methanosarcina barkeri"
"WOS:000073523700053","Role of Godavari mangroves (India) in the production and survival of prawn larvae","Penaeus monodon"
"WOS:000073585600043","A hierarchy of disulfide-bonded subunits: The quaternary structure of Eudistylia chlorocruorin","Riftia pachyptila"
"WOS:000073613500005","On the anatomical structure of the trophozooid of Doliolum denticulatum","Doliolum denticulatum"
"WOS:000073619200009","Characterization of an exo-beta-1,3-glucanase produced by Pichia anomala strain K, antagonist of Botrytis cinerea on apples","Botrytis cinerea"
"WOS:000073630500001","Noninvasive functional assessment of left internal mammary artery grafts by transcutaneous Doppler echocardiography","Lima lima"
"WOS:000073655800007","Feeding preference and population growth of Asplanchna brightwelli (Rotifera) offered two non-evasive prey rotifers","Asplanchna brightwelli"
"WOS:000073658900002","Speciation of organometal and organohalogen compounds in relation to global environmental pollution","Ascophyllum nodosum"
"WOS:000073681800033","Aspartate carbamoyltransferase from a psychrophilic deep-sea bacterium, Vibrio strain 2693: properties of the enzyme, genetic organization and synthesis in Escherichia coli","Pyrococcus abyssi"
"WOS:000073772900015","The origins of marine bioluminescence: Turning oxygen defence mechanisms into deep-sea communication tools","Porichthys notatus"
"WOS:000073774700005","High sensitivity of skeletogenesis to Pb in the asteroid Asterias rubens (Echinodermata) (vol 40, pg 1, 1997)","Asterias rubens"
"WOS:000073780300001","Regulation of rotifer species by invertebrate predators in a hypertrophic lake: Selective predation on egg-bearing females and induction of morphological defences","Asplanchna brightwelli"
"WOS:000073796900031","Purification of toxic compounds from larvae of the gray fleshfly: The identification of paralysins","Bullata bullata"
"WOS:000073810200004","Population genetic structure of North Atlantic, Mediterranean Sea and Sea of Cortez fin whales, Balaenoptera physalus (Linnaeus 1758): analysis of mitochondrial and nuclear loci","Megaptera novaeangliae"
"WOS:000073827700002","Predation and spatial distribution of the lizard Podarcis hispanica atrata: an experimental approach","Larus cachinnans"
<<<<<<< HEAD
"WOS:000073872700020","Comparative study of three media used for sampling airborne fungal spores in indoor environment","Trichoderma viride"
"WOS:000073927100018","Phonemic awareness in alphabetically literate Japanese adults: The influence of the first acquired writing system","Mora mora"
"WOS:000073939200007","Inositol triphosphate receptors in sea urchin sperm","Strongylocentrotus purpuratus"
"WOS:000073970400004","Comparative study of iodothyronine outer ring and inner ring deiodinase activities in five teleostean fishes","Scophthalmus maximus"
=======
"WOS:000073872700020","Comparative study of three media used for sampling airborne fungal spores in indoor environment","Rhizopus stolonifer"
"WOS:000073927100018","Phonemic awareness in alphabetically literate Japanese adults: The influence of the first acquired writing system","Mora mora"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000073995600005","Inflammatory processes in vasculitis: From immune complexes to pauci-immune forms","Purpura nodosa"
"WOS:000074000500009","Freshwater diatoms from some islands in the maritime Antarctic region","Nitzschia elongata"
"WOS:000074011800014","Precociously germinating somatic embryos of Vitis vinifera have lower ABA and IAA levels than their germinating zygotic counterparts","Torpedo torpedo"
"WOS:000074075500002","Biological activity of structural analogs and effect of oil as a carrier of trypsin modulating oostatic factor of the gray fleshfly Neobellieria bullata","Bullata bullata"
"WOS:000074174600013","Large-scale patterns of shell variation in Littorina striata, a planktonic developing periwinkle from Macaronesia (Mollusca : Prosobranchia)","Littorina striata"
"WOS:000074292100018","Purification and primary structure analysis of two cytochrome c(2) isozymes from the purple phototrophic bacterium Rhodospirillum centenum","Rhodopseudomonas palustris"
"WOS:000074301400003","Variability in ostracod partition coefficients D(Sr) and D(Mg) implications for lacustrine palaeoenvironmental reconstructions","Cyprideis torosa"
"WOS:000074318700008","New data on the taxonomic status of Metepsilonema hagmeieri and M-emersum with description of M-lorenzeni sp nov (Nemata, Epsilonematidae).","Metepsilonema hagmeieri"
"WOS:000074319500007","Induced systemic resistance in Trichoderma harzianum T39 biocontrol of Botrytis cinerea","Botrytis cinerea"
"WOS:000074380800002","Effect of the nitrogen status on copper accumulation and pools of metal-binding peptides in the planktonic diatom Thalassiosira pseudonana","Ditylum brightwellii"
"WOS:000074420500013","Further insight on the epidemiology of cetacean morbillivirus in the northeastern Atlantic","Cetacean morbillivirus"
"WOS:000074430400019","Acoustic structure and individual variation of grey seal (Halichoerus grypus) pup calls","Halichoerus grypus"
<<<<<<< HEAD
"WOS:000074447900010","The effect of lipid supplementation on growth and fatty acid composition of Tapes philippinarum spat","Tetraselmis suecica"
=======
"WOS:000074447900010","The effect of lipid supplementation on growth and fatty acid composition of Tapes philippinarum spat","Ostrea gigas"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000074473400014","Determination of butyltins in harbour sediment and water by aqueous phase ethylation GC-ICP-MS and hydride generation GC-AAS","Nucella lapillus"
"WOS:000074540800060","Three-dimensional vibration of the stapes measured with a heterodyne interferometer","Malleus malleus"
"WOS:000074589500007","Distribution of heavy metals in the echinoid Paracentrotus lividus from the Mediterranean Posidonia oceanica ecosystem: seasonal and geographical variations","Posidonia oceanica"
"WOS:000074665800028","Whole-plant net photosynthesis, an indication of actual growth, a tool for greenhouse climate control: A case study with Ficus benjamina 'Natasja'","Ficus ficus"
"WOS:000074666700002","Host selection by Synalpheus stimpsoni (De Man), an ectosymbiotic shrimp of comatulid crinoids, inferred by a field survey and laboratory experiments","Comaster multifidus"
"WOS:000074684400002","Pontoniinae (Decapoda, Caridea) associated with Heliofungia actiniformis (Scleractinia) from Hansa Bay, Papua New Guinea","Periclimenes watamuae"
<<<<<<< HEAD
"WOS:000074690800005","Use of a potential probiotic Lactococcus lactis AR21 strain for the enhancement of growth in the rotifer Brachionus plicatilis (Muller)","Tetraselmis suecica"
"WOS:000074699700003","Effect of calcium carbonate saturation of seawater on coral calcification","Stylophora pistillata"
"WOS:000074706100012","Origin and biogeography of the deep-water Mediterranean Hydromedusae including the description of two new species collected in submarine canyons of Northwestern Mediterranean","Foersteria antoniae"
"WOS:000074706100013","A new species of Krampella (Hydrozoa, Hydroidomedusae, Tiarannidae) from the deep waters of Antikythira strait (Cretan sea, north east Mediterranean)","Krampella tardenti"
"WOS:000074811700002","Chromadoridae (Chromadorida : Nematoda) from the Indian Ocean: Description of new and known species","Trichromadora longicaudata"
=======
"WOS:000074690800005","Use of a potential probiotic Lactococcus lactis AR21 strain for the enhancement of growth in the rotifer Brachionus plicatilis (Muller)","Brachionus plicatilis"
"WOS:000074699700003","Effect of calcium carbonate saturation of seawater on coral calcification","Galaxea fascicularis"
"WOS:000074706100012","Origin and biogeography of the deep-water Mediterranean Hydromedusae including the description of two new species collected in submarine canyons of Northwestern Mediterranean","Foersteria antoniae"
"WOS:000074706100013","A new species of Krampella (Hydrozoa, Hydroidomedusae, Tiarannidae) from the deep waters of Antikythira strait (Cretan sea, north east Mediterranean)","Krampella tardenti"
"WOS:000074811700002","Chromadoridae (Chromadorida : Nematoda) from the Indian Ocean: Description of new and known species","Ptycholaimellus ponticus"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000074811700003","Chromadoridae (Chromadorida : Nematoda) from the Indian Ocean: Difficulties in morphological identification of Actinonema Cobb, 1920 and Rhips Cobb, 1920.","Actinonema longicaudatum"
"WOS:000074815700008","The ESMO programme of certification and training for medical oncology","Mora mora"
"WOS:000074842600006","Insect larvae contain substances toxic to adults: the discovery of paralysins","Bullata bullata"
"WOS:000074859600009","Biotransformation of citral and nerol by spores of Penicillium digitatum","Penicillium digitatum"
"WOS:000074861400003","Inhibitory action of spray dried blood plasma and whole egg powder on lectins in extracts of several legume seeds: a qualitative approach","Phaseolus faba"
"WOS:000075007700002","Effects of modified atmosphere packaging and preservatives on the shelf-life of high moisture prunes and raisins","Aspergillus niger"
"WOS:000075031300837","Intensive non-myeloablative chemotherapy can induce GvHD and complete remission in patients with AML/MDS relapsing after allo-BMT","Allo allo"
<<<<<<< HEAD
"WOS:000075060700004","Heavy metals in dolphins stranded on the French Atlantic coast","Stenella coeruleoalba"
=======
"WOS:000075060700004","Heavy metals in dolphins stranded on the French Atlantic coast","Phocoena phocoena"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000075072300008","A new Lactarius species from Scandinavia in the section Dapetes","Lactarius lactarius"
"WOS:000075135100002","Characterization of gamma-tubulin in Artemia: Isoform composition and spatial distribution in polarized cells of the larval epidermis","Aspergillus nidulans"
"WOS:000075151500037","Identification of one tachykinin- and two kinin-related peptides in the brain of the white shrimp, Penaeus vannamei","Penaeus vannamei"
"WOS:000075254500002","Review of the biogeography of the genus Artemia (Crustacea, Anostraca)","Artemia salina"
"WOS:000075260700011","Genetic diversity and population structure in two species of sea cucumber: differing patterns according to mode of development","Cucumaria pseudocurata"
<<<<<<< HEAD
"WOS:000075287900013","Purification and characterization of recombinant Thermotoga maritima dihydrofolate reductase","Thermotoga maritima"
"WOS:000075332400008","Mitochondrial gene rearrangement in the sea cucumber genus Cucumaria","Parastichopus californicus"
"WOS:000075344200004","Dopamine as a modulator of ionic transport and Na+/K+-ATPase activity in the gills of the Chinese crab Eriocheir sinensis","Eriocheir sinensis"
"WOS:000075360200008","Reproductive cycle of the echinoid Paracentrotus lividus: analysis by means of the maturity index","Strongylocentrotus purpuratus"
=======
"WOS:000075332400008","Mitochondrial gene rearrangement in the sea cucumber genus Cucumaria","Parastichopus californicus"
"WOS:000075344200004","Dopamine as a modulator of ionic transport and Na+/K+-ATPase activity in the gills of the Chinese crab Eriocheir sinensis","Eriocheir sinensis"
"WOS:000075360200008","Reproductive cycle of the echinoid Paracentrotus lividus: analysis by means of the maturity index","Paracentrotus lividus"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000075368900003","Neuroanatomical distribution and variations across the reproductive cycle of aromatase activity and aromatase-immunoreactive cells in the pied flycatcher (Ficedula hypoleuca)","Hippocampus zebra"
"WOS:000075377300025","Sample size for collecting seeds in germplasm conservation: the case of the Lima bean (Phaseolus lunatus L.)","Lima lima"
"WOS:000075408800003","Validation of the asteroid Asterias rubens (Echinodermata) as a bioindicator of spatial and temporal trends of Pb, Cd, and Zn contamination in the field","Asterias rubens"
"WOS:000075451000007","Protein structure and dynamics at high pressure","Sulfolobus solfataricus"
"WOS:000075468900006","Redescription of Coriocella nigra de Blainville 1825 and Chelyonotus tonganus Quoy and Gaimard 1832 (Gastropoda : Prosobranchia : Lamellariidae)","Coriocella nigra"
"WOS:000075484400001","Involvement of phenazines and anthranilate in the antagonism of Pseudomonas aeruginosa PNA1 and Tn5 derivatives toward Fusarium spp. and Pythium spp.","Fusarium oxysporum"
<<<<<<< HEAD
"WOS:000075501600026","Effects of tributyltin on a coastal North Sea plankton community in enclosures","Temora longicornis"
=======
"WOS:000075501600026","Effects of tributyltin on a coastal North Sea plankton community in enclosures","Acartia tonsa"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000075590500014","Taxonomic evidence that Vibrio carchariae Grimes et al. 1985 is a junior synonym of Vibrio harveyi (Johnson and Shunk 1936) Baumann et al, 1981","Penaeus monodon"
"WOS:000075596500008","Plant cell membranes as biochemical targets of the phytotoxin helminthosporol","Cochliobolus sativus"
"WOS:000075607000007","Ultrastructure and cytochemistry of the early calcification site and of its mineralization organic matrix in Paracentrotus lividus (Echinodermata : Echinoidea)","Paracentrotus lividus"
"WOS:000075654500012","Symbioses in Amphipholis squamata (Echinodermata, Ophiuroidea, Amphiuridae): geographical variation of infestation and effect of symbionts on the host's light production","Rhopalura ophiocomae"
"WOS:000075703900004","Distribution of Brachionidae (Rotifera, Monogononta) in Inner Mongolian waters","Brachionus asplanchnoides"
"WOS:000075710300020","Food ingestion in the estuarine turtle Malaclemys terrapin: Comparison with the marine leatherback turtle Dermochelys coriacea","Dermochelys coriacea"
"WOS:000075712100019","New polyketides from the Sponge plakortis sp.","Plakortis halichondrioides"
"WOS:000075752300005","A study of the temporary adhesion of the podia in the sea star Asterias rubens (Echinodermata, Asteroidea) through their footprints","Asterias rubens"
"WOS:000075758700004","Pressure effects on membrane-based functions and energy metabolism: a review","Eriocheir sinensis"
"WOS:000075779100019","Isolation and characterization of microsatellite markers in the periwinkle Littorina striata King & Broderip, 1832 (Mollusca, Gastropoda, Prosobranchia)","Littorina striata"
"WOS:000075822400006","Behaviour and speciation of mercury in the Scheldt estuary (water, sediments and benthic organisms)","Nereis diversicolor"
"WOS:000075877300016","Modulation of volume-regulated anion channels by extra- and intracellular pH","Extra extra"
"WOS:000075891900004","Biomass production and NPK retention in macrophytes from wetlands of the Tingitan Peninsula","Juncus acutus"
"WOS:000075892200050","Genetic diversity of the biofilm covering Montacuta ferruginosa (Mollusca, bivalvia) as evaluated by denaturing gradient gel electrophoresis analysis and cloning of PCR-Amplified gene fragments coding for 16S rRNA","Montacuta ferruginosa"
"WOS:000075892200054","Symbiotic relationship of Thiothrix spp. with an echinoderm","Echinocardium cordatum"
"WOS:000075909300004","Modeling the exponential growth of filamentous fungi during batch cultivation","Penicillium chrysogenum"
"WOS:000075914000007","Effect of vitamin C and astaxanthin on stress and disease resistance of postlarval tiger shrimp, Penaeus monodon (Fabricius)","Penaeus monodon"
"WOS:000076007300094","Identification and cloning of a glucan- and liopoplysaccharide-binding protein from Eisenia foetida earthworm involved in the activation of prophenoloxidase cascade","Nereis diversicolor"
"WOS:000076014400027","Low-temperature anomalies in Young's modulus and internal friction of Cu-Al-Ni single crystals","Modulus modulus"
"WOS:000076134100003","In vitro propagated dendritic cells from patients with human-papilloma virus-associated preneoplastic lesions of the uterine cervix: use of Flt3 ligand","Infectious hematopoietic necrosis virus"
"WOS:000076164600007","The Xiphinema americanum group (Nematoda : Longidoridae). 2. Observations on Xiphinema brevicollum Lordello & da Costa, 1961 and comments on the group","Costa costa"
"WOS:000076263500012","Initial results on the trophic relationships based on Corophium curvispinum in the Rhine traced by stable isotopes","Corophium curvispinum"
"WOS:000076287400032","Sperm trading by volume in a hermaphroditic flatworm with mutual penis intromission","Navanax inermis"
"WOS:000076341900016","The excretory function of the posteriormost part of the echinoid and holothuroid gut (Echinodermata)","Holothuria tubulosa"
"WOS:000076346600023","The 20S proteasome of Streptomyces coelicolor","Thermoplasma acidophilum"
"WOS:000076384800009","Structure of the large subunit rDNA from a diatom, and comparison between small and large subunit ribosomal RNA for studying stramenopile evolution","Skeletonema pseudocostatum"
"WOS:000076399700002","Intra- and interobserver variability of MRI-based volume measurements of the hippocampus and amygdala using the manual ray tracing method","Hippocampus hippocampus"
"WOS:000076470700006","Gyrodactylus longidactylus n. sp., a monogenean from Pomatoschistus lozanoi (de Buen) (Gobiidae) from the North Sea","Pomatoschistus lozanoi"
"WOS:000076499000028","Oxygen-induced reconstruction and surface oxidation of rhodium","Planes major"
"WOS:000076524400005","Fungal bioconversion of agricultural by-products to vanillin","Aspergillus niger"
"WOS:000076560700005","Origin of the metazoan bodyplan: Characterization and functional testing of the promoter of the homeobox gene EmH-3 from the freshwater sponge Ephydatia muelleri in mouse 3T3 cells","Geodia muelleri"
"WOS:000076612800017","Insect trypsin modulating oostatic factor (Neb-TMOF) and its analogs: Preliminary structure biological function relationship studies","Bullata bullata"
"WOS:000076618700050","PCBS in cod (Gadus morhua), flounder (Platichthys flesus), blue mussel (Mytilus edulis) and brown shrimp (Crangon crangon) from the Belgian continental shelf: Relation to biological parameters and trend analysis.","Mytilus edulis"
"WOS:000076623200009","Propagule predators in Kenyan mangroves and their possible effect on regeneration","Terebralia palustris"
"WOS:000076651800009","Lesions of morbillivirus infection in a fin whale (Balaenoptera physalus) stranded along the Belgian coast","Balaenoptera physalus"
"WOS:000076689900012","Optimizing food distribution in closed-circuit cultivation of edible sea urchins (Paracentrotus lividus : Echinoidea)","Paracentrotus lividus"
"WOS:000076739900010","Performance of 18S rRNA in littorinid Phylogeny (Gastropoda : Caenogastropoda)","Nodilittorina striata"
"WOS:000076815400004","Extra-hippocampal temporal lesions with disturbances in academic knowledge (semantic explicit memory).","Extra extra"
"WOS:000076933000025","Isolation and characterization of microsatellite loci in a cyclically parthenogenetic rotifer, Brachionus plicatilis","Brachionus plicatilis"
"WOS:000076974000007","Phenotypic characterization of the marine pathogen Photobacterium damselae subsp. piscicida","Photobacterium leiognathi"
<<<<<<< HEAD
"WOS:000076975200001","Winter distribution of phytoplankton and zooplankton around some sandbanks of the Belgian coastal zone","Temora longicornis"
=======
"WOS:000076975200001","Winter distribution of phytoplankton and zooplankton around some sandbanks of the Belgian coastal zone","Pseudocalanus elongatus"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000077016400031","Site-directed mutations of the FAD-linked glycerophosphate dehydrogenase gene impairs the mitochondrial anchoring of the enzyme in transfected COS-7 cells","Aequorea victoria"
"WOS:000077034900008","Myzostomes from Papua New Guinea, with related Indo-West Pacific distribution records and description of five new species","Myzostoma stochoeides"
"WOS:000077069600009","Stability studies of a recombinant cutinase immobilized to dextran and derivatized silica supports","Fusarium solani"
"WOS:000077136800003","Distinctive anatomical features of the branchial basket in four Carapidae species (Ophidiiformi, paracanthopterygii)","Encheliophis homei"
"WOS:000077213400001","Microevolution and phenotypic plasticity in Donax serra roding (Bivalvia : Donacidae) on high energy sandy beaches","Donax serra"
